tweet,username,predict_sentiment
jakarta kurang lahan bangun rumah bangun jakarta model vertikal apartemen rumah susun  kalo rumah huni bangun amp sedia atas kantor layan publik  ya ciamik n kagak ribet dah  prakaruntukjakarta jakartamenyala,Penyair_Berdiri,neutral
program nyata mas pram  bang doel wajib dukung jakartamenyala ,elsaday__,positive
fufufafa jilid ii bersih maju pilgub dkj  segera hapus postingan x indikasi leceh karakter warga jakarta no yes mas pram  bang doel jakartamenyala,SETYAKI22965702,positive
cagub kes paksa mes panggil naturalusasi      kang emil gt bang emil jakartamenyala   mas pram  bang doel,SETYAKI22965702,neutral
nyala jakarta mas pram  bang doel sosok pasang lengkap kite butuh nih pimpin nyang klop macem gin niih  bawa ubah jakarta nyala jakartamenyala prakar,SETYAKI22965702,neutral
warga jakarta pilih mas pram bang rano jujur tanggung kerja nya jakartamenyala liat abidzar abu janda indah g hebohbanget erina pimnas bocah,Ranisor_6,positive
si bob halu mau instan tabrak konstitusi penuh ambisi pribadi gak instan sukses  unless you are a professional son jakartamenyala prakar   ,SETYAKI22965702,positive
mas pram  bang doel top nya jakartamenyala ,elsaday__,neutral
 jakarta sulit huni minimal harga minim  gak muluk  muluk dech     mas pram  bang doel solusi jakartamenyala   ,SETYAKI22965702,negative
gagas jenius ningkatin sdm warga jakarta jendela cakrawala warge jakarte nyang belon tau simak baek   jakartamenyala prakar   ,SETYAKI22965702,negative
sarah teman bang doel kampanye yg jakartamenyala nomor   untungnyaadapramdoel indah g erina yahya sinwar hebohbanget,Kalderha,positive
jakartamenyala mas pram bang doel ,Mata_Netizen62,positive
pramono anung berani hadap tantang jadwal padat komitmen layan interaksi masyarakat bukti pimpin tangguh jakartamenyala,rsy4me,positive
pimpin pramono anung fokus daya masyarakat percaya individu milik potensi kembang cipta jakarta mandiri jakartamenyala,rsy4me,positive
pramono anung sosok jadi teladan generasi muda kerja keras komitmen layan masyarakat inspirasi orang libat dunia politik pimpin positif jakartamenyala,rsy4me,positive
integritas pramono anung ragu tempat penting masyarakat jadi calon gubernur andal percaya warga jakarta jakartamenyala,rsy4me,positive
keliling jakarta  titik hari pramono anung hilang stres jakarta kampanye pilkada jakarta  calon gubenur nomot urut  pramono anung hari keliling jakarta  titik jakartamenyala,tvspartanindo,neutral
strategi kampanye pramono anung depan blusukan salah kunci hasil temu langsung warga lokasi jalin hubung emosional kuat pilih jakartamenyala,rsy4me,negative
blusukan koja pramono anung janji diri slb jakarta utara jakarta  calon gubernur jakarta nomor urut  pramono anung utara janji bangun sekolah slb jakarta utara menang pilkada  jakartamenyala,tvspartanindo,positive
cieee mas dukung paslon no  jakartamenyala,nongandah,positive
pramono anung kenal pimpin buka dengar terampil jalin komunikasi warga masyarakat aspirasi harap ragu jakartamenyala,thejoyofus,negative
pramono anung hadir sosok bawa harap masyarakat jakarta energi semangat bendung komitmen baik kualitas hidup warga jadi calon gubernur layak pilih jakartamenyala,thejoyofus,positive
usaha dedikasi pramono anung bukti calon gubernur inspiratif jakartamenyala,thejoyofus,positive
interaksi langsung warga salah kuat pramono anung percaya temu langsung masyarakat baik paham butuh harap jakartamenyala,thejoyofus,negative
pramono anung contoh nyata pimpin orientasi rakyat semangat kenal lelah pimpin jabat layan dengar jakartamenyala,thejoyofus,negative
lokasi pramono anung kampanye serap aspirasi masyarakat percaya dengar langsung masalah hadap warga kunci pimpin efektif jakartamenyala,SaguKeju8,negative
pramono anung tekad jadi pilgub jakarta contoh praktik demokrasi blusukan intens pimpin rakyat dengar aspirasi jakartamenyala,SaguKeju8,negative
periode kampanye singkat pramono anung puluh kali kampanye tatap muka giat betapa serius dekat masyarakat paham butuh jakartamenyala,SaguKeju8,neutral
komunikasi amp toleransi kunci dlm hubung manusia lingkup kecil lingkung keluarga lingkup masyarakat mas pram biasa  tsb dlm hubung dg keluarga shg pola bawa mana jakartamenyala,Ari3Pras,neutral
pramono anung semangat jg tular energi tim amp dukung lelah ikut jadwal padat pramono semangat jakartamenyala,SaguKeju8,positive
pramono anung dedikasi kampanye calon gubernur jakarta jadwal padat unjung   titik hari bukti semangat temu warga pudar jakartamenyala,SaguKeju8,positive
warga pimpin jujur pimpin omonomon warga daerah khusus jakarta butuh orang jujur tanggung mas pram bang doel menang jakartamenyala prakaruntukjakarta,Muhayya__,positive
gupl amp jakmania garis keras pasang atap terpal bentor daerah mayor super keurennn jakartamenyala kagakribetdah ,Kasihsetia20,positive
pramono anung paham daya ekonomi masyarakat milik program fokus tingkat sejahtera ekonomi warga latih terampil dukung usaha jakartamenyala,rsy4me,positive
sosok alam dunia politik pramono anung inspirasi generasi muda dorong anak muda libat politik kontribusi ubah sosial jakartamenyala,rsy4me,positive
jakartamenyala sempat buka kalang,digcv,neutral
sarah kangen ketemu bang doel jakartamenyala,kabulslipi,neutral
warga madura suara utk jakartamenyala,digcv,positive
program usung pramono anung bukti penting rakyat prioritas utama jakartamenyala,rsy4me,neutral
mimpi bang ben insya allah wujud tangan pramdoel jakartamenyala,MurtadhaOne1,neutral
mas pram bang doel yg paham sandwich generation paham atas jakartamenyala,StellaSuwardi,neutral
dedikasi pramono anung masyarakat kesan jalan tugas politis komitmen layan rakyat jakartamenyala,rsy4me,negative
pramono anung kenal peduli masyarakat dengar keluh aspirasi rakyat jadi pimpin bicara aksi jakartamenyala,rsy4me,negative
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,al_cosmetic,neutral
dekat bas butuh warga pramono anung komitmen jadi jakarta kota bersih lanjut jakartamenyala,thejoyofus,positive
calon gubernur pramono anung rancang program inovatif tuju ubah wajah jakarta jakartamenyala,thejoyofus,positive
mas pram bang doel tuntas bangun pasar munjul yg mangkrak tinjau ulang tarif retribusi yg berat dagang pasar rapi dagang happy jakartamenyala prakaruntukjakarta,Ari3Pras,positive
hadap tantang politik pramono anung mandiri berani takut ambil putus sulit penting masyarakat jakarta jakartamenyala,thejoyofus,negative
pramono anung sosok teladan dunia politik indonesia latar kuat alam dekade integritas tindak putus jakartamenyala,thejoyofus,positive
pramono anung kenal politis milik sisi humanis kuat tekan paham rasa derita rakyat jakartamenyala,thejoyofus,negative
ikat alumni guru ilmu alqur an ika ptiq milenial resmi deklarasi dukung pramonorano calon pimpin kota jakarta kontestasi pilkada  jakartamenyala padoelutkjakarta,bos_sir,positive
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,BumBum345192,neutral
salah fokus utama pramono anung program tingkat kualitas didik jakarta percaya didik kunci maju masyarakat cipta generasi jakartamenyala,SaguKeju8,positive
pramono anung contoh nyata politis rakyat ragu turun kampungkampung rasa langsung hidup masyarakat cari solusi hadap jakartamenyala,SaguKeju8,negative
calon gubernur jakarta pramono anung susun visi misi amp arah program jakartamenyala  program fokus bangun infrastruktur tingkat kualitas hidup masyarakat didik dll,SaguKeju8,positive
wilujeng wengi aki kmna wae meni karek ka tinggal maha kabarna damang jakartamenyala,HensuAja,neutral
pramono anung terjun langsung lapang dengar keluh masyarakat cari solusi hadap dekat pramono pimpin orientasi rakyat jakartamenyala,SaguKeju8,neutral
politis pramono anung kenal tegas peduli rakyat jakartamenyala,SaguKeju8,negative
nasihat megawati soekarnoputri pramono anung lupa nurani rakyat prinsip bimbing jalan tugas politik jakartamenyala,SaguKeju8,negative
alam  pdiperjuangan pramono anung dedikasi juang penting masyarakat jakartamenyala,SaguKeju8,positive
pramono anung calon gubernur jakarta kenal sosok depan nurani rakyat langkah politik jakartamenyala,SaguKeju8,neutral
mas pram ubah syarat ppsu baca tulis jakartamenyala pramdoel pramonoanung jakarta ppsu bacatulis loker infoloker lokerjakarta,rasid_musl62,negative
terima kasih warga madura warga madura dj jakarta deklarasi dukung tuk mas pram bang doel pilkada jakarta  dukung mas pram bang doel  jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
mas pram doel juang tuk masyarakat jakarta mas pram tinjau ulang retribusi pedang jakarta lanjut bangun pasar pasar yg mangkrak jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
warung madura buka  jam mas pram bang doel komitmen pasti warung madura buka  jam aktif blk tuk tingkat sdm masyarakat jakarta jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,neutral
haaiiissh oh nggedhabrus doang  boongin warga jakarta dgn janji dah bandung jabar malesiin biar prakaruntukjakarta yg pimpin jakartamenyala,siapanamina,positive
bikin jakartamenyala,AlasRandu2,negative
jakartamenyala bang,sakitotak3,positive
bjiiir tuh amat bola kali yak yg ngomong warga jabar aja yg kecewa ridwan kamil proyek yg mangkrak warga jakarta yg hina dina doi klo cak lontong mikeeeeer jakartamenyala mas pram bang doel,cahcilich,negative
ayoo malam jakarta nyala mas pram bang rano doel live streaming garuda tv ayoo mrapatt jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
kombinasi alam visi kuat pramono anung rano karno komitmen bawa jakarta tingkat jakartamenyala,rsy4me,neutral
pramono anung  rano karno tekad implementasi undang buka informasi publik efektif langkah warga jakarta milik hak partisipasi proses perintah jakartamenyala,rsy4me,neutral
tuju jadi jakarta kota global pramono anung  rano karno milik strategi tingkat tukar informasi dua komitmen promosi buka yg bawa jakarta saing kancah internasional jakartamenyala,rsy4me,neutral
jakarta rumah identitas warga betawi mas pram  bang doel jadi kota dunia jakartamenyala untungadapramdoel,Y_Radianto,positive
pramono anung rano karno bukti pimpin peduli komitmen paham tantang hadap warga jakartamenyala,rsy4me,negative
mas pram emang layak harga menteri pdi juang yg masuk lini kanan kiri pas kampanye gak beban masuk rangkul kelompok masyarakat jakartamenyala pramdoelmenang,HusinShihab,neutral
bikin jakartamenyala,AlasRandu2,negative
bicara janji visi misi program turun langsung lapang dengar aspirasi masyarakat jakartamenyala,rsy4me,neutral
pramono anung  rano karno tekad tingkat buka informasi publik amp partisipasi masyarakat dlm ambil putus kolaborasi cipta perintah akuntabel amp responsif butuh warga jakarta jakartamenyala,rsy4me,neutral
pasang calon gubernur wakil gubernur pramono anung rano karno komitmen kuat wujud jakarta transparan inklusif jakartamenyala,rsy4me,positive
gaes yuk saksi jakarta nyala  pimpin jakarta streaming on garuda tv malam  wib jakartamenyala prakaruntukjakarta,DS_yantie,neutral
mas pram dengerin curhatan anak muda rawamangun jakarta serius deh keren banget diskusi dukung yuk biar jakarta keren bareng mas pram amp bang doel jakartamenyala pramonorano pramdoelmenang,latifah_evah,positive
mas pram komitmen tantang jakarta diskusi koalisi pemuda jakarta rawamangun dukung warga mas pram bang doel bawa ubah nyata kota jakartamenyala pramonorano pramdoelmenang,abangjaka7,positive
mas pram pemuda rawamangun solutif siapsiap jakarta ubah bareng mas pram bang doel yuk dukung ubah jakartamenyala pramonorano pramdoelmenang,EryPrima3,positive
dialog buka koalisi pemuda jakarta mas pram dengar langsung suara masyarakat rawamangun bang doel solusi baik jakarta siap ayo wujud jakarta cerah jakartamenyala pramonorano pramdoelmenang,Cak_Mamatt,negative
mas pram hadir diskusi publik koalisi pemuda jakarta rawamangun jakarta timur bahas solusi konkret tantang jakarta warga mas pram bang doel bawa ubah dukung jakarta jakartamenyala pramonorano pramdoelmenang,AMainuri,negative
program benyamin s award yang usung pasang pramono anung rano karno ajang pilgub  nilai strategi ideal jadi jakarta kota global amat tata kota nirwono yoga jakartamenyala,oposan62id,neutral
mas pram lanjut ide pakn jk mas anies jakartamenyala pramonoanung pramdoelmenang pramdoel,ji_romi2,positive
untungnyaadapramdoel pilih mas pram rencana dana hibah umkm laku umkm jakarta semangat lg krna tamabahan modal usaha mantap  optimis pramdoelmenang jakartamenyala,LinNasution,positive
sarasehan pasar dengar keluh kesah dagang beli mas gerak hati dana hibah laku umkm moga ringan giat umkm jakarta jakartamenyala,PakarINTELek,positive
tulus teguh hati mas lalu blusukan tegur sapa warga jakarta mana moga warga jakarta takut pilih mas pram  bang doel jakartamenyala,PakarINTELek,positive
slb siap jakarta utara gubernur jakarta mas pramono anung jakartamenyala untungnyaadapramdoel,Aan_Hantorov,positive
asik bgt bang doel kampanye ditemenin neng sarah siang daerah manunggal setu jakarta timur seru akrab bgt sharing dgn masyarakat sana optimis jakartamenyala  untungnyaadapramdoel,LinNasution,positive
tantang hadap jakarta senjang informasi masyarakat pramono anung hadir solusi konkret komitmen evaluasi baik program sasar manfaat masyarakat jakartamenyala,thejoyofus,positive
warga jakarta pilih pramono beliau jujur tanggung kerja jakartamenyala,AleenaDi09,positive
tekad implementasi tagline hak pramono anung komitmen bangun masyarakat informasi langkah dukung demokrasi akuntabilitas perintah jakartamenyala,thejoyofus,neutral
upaya jadi jakarta kota global pramono anung pimpin visioner paham tukar informasi tarik perhati dunia langkah strategis jakartamenyala,thejoyofus,neutral
pramono anung komitmen tingkat partisipasi masyarakat ambil bijak inisiatif penting politik wujud jakarta inklusif warga kontribusi bangun kota jakartamenyala,thejoyofus,positive
calon gubernur dki jakarta nomor urut  pramono anung rencana diri huni kantor bangun perintah pasar keren mas jakartamenyala prakaruntukjakarta,Sukapuring,neutral
komitmen tingkat transparansi pramono anung milik visi yg amp arah jakarta bicara jga aksi program perintah akses lapis masyarakat yg butuh jakartamenyala,thejoyofus,positive
pramono anung sosok pimpin dengar suara rakyat turun masyarakat dengar langsung keluh pimpin peduli paham butuh warga jakartamenyala,thejoyofus,negative
pramono anung usung visi progresif tekan buka informasi komitmen jadi jakarta transparan langkah hadap tantang kota modern global jakartamenyala,thejoyofus,neutral
turun langsung lapang pramono anung peduli komitmen warga jakarta hak akses informasi butuh jakartamenyala,SaguKeju8,negative
optimis dongmas pram bang doel bikin harap warga jakartamenyala,Asnawi___,positive
pramono anung peduli masyarakat kelas tengah kali sulit akses informasi kjs amp kjp jakartamenyala,SaguKeju8,positive
pramono anung  rano karno percaya akses informasi masyarakat libat proses ambil putus cipta perintah responsif akuntabel jakartamenyala,SaguKeju8,positive
calon gubernur pilkada dki jakarta  nomor urut pramono anung janji evaluasi retribusi atas proyek mangkrak pasar munjul penuh harap rakyat jakartamenyala prakaruntukjakarta,Sukapuring,neutral
upaya maju jakarta pramono anung tekan buka informasi publik mutlak jakartamenyala,SaguKeju8,neutral
visi pramono anung tekad jadi jakarta kota global buka inklusif dekat lapis masyarakat akses informasi butuh jakartamenyala,SaguKeju8,neutral
pramono anung pimpin depan transparansi jakartamenyala pramono anung calon gubernur jakarta nomor urut  komitmen kuat tingkat transparansi buka informasi publik,SaguKeju8,neutral
jakartamenyala pramdoel ,Nyawang_wulan,positive
pilih mas pram komitmen utk bangun slb daerah jakarta utara adil utk golong masyarakat jakartamenyala pramdoelmenang salamjari,LinNasution,positive
dengar keluh dagang alami sulit modal usaha pramono anung hibah umkm mantap pramono anung  rano karno nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
huni kantor ala mas pram bang doel jakartamenyala pramonoanung ranokarno,oposan62id,neutral
tokoh betawi nih oneng amp bang doel cinta amp dukung masy jakarta yg  tokoh juang rakyat ranah mas pram bang doel bak bikin jakartamenyala ga kaleng,Jelli_cent,positive
congratulation mas pram jakartamenyala,elsaday__,negative
saking ngebet menang gubernur jakarta nih cuy kang emil bang emil maksain membetawinisasi kang emil  laen emang pramdoel jakartamenyala prakaruntukjakarta abidzar hamas yahya sinwar erina bahrain bahlil liam payne omakase bluesky,NyaiKhonguan,neutral
selamat pilih mas tokoh pimpin kolaboratif acara awards  moga prakaruntukjakarta pilih pimpin dkj rangkul masyarakat utk senantiasa wujud jakartamenyala  ridwan kamil,AntoniusCDN,positive
mas pram puji ulet tekad warga madura jakarta jakartamenyala gak pake ribet,Y_Radianto,positive
warga jakarta pilih mas pram bang doel jakartamenyala pramdoelmenang pramonoanung ranokarno,oposan62id,positive
pramono anung  rano karno usung program jalan konsep kota global jakartamenyala benyamin s award cermin komitmen cipta jakarta bersih nyaman indah,iimwarga062,positive
kang emil ngupi sachetan aja yuuuk ribet hiiih  biarin jakartamenyala prakaruntukjakarta nda ribet sih ,siapanamina,negative
jakarta nyala jakartamenyala  fifa presiden afc bahrain,rafaaniii_,negative
pram doel kolaboratif ridwan kamil pulang pedang pasar cipulir jakartamenyala afcmafia bahrain motogp hamas tumbangkanfufufa,oposan62id,neutral
komitmen mas pram lanjut bangun gedung pasar munjul beliau pilih gubernur jakarta jakartamenyala  presiden afc fifa omakaze erina mantu,rafaaniii_,neutral
wow program makan siang program presiden yg pilih grombolan batre kembung ridwan kamil yg hrs ngebacod ehhh barcode dah yg aja program nya cagub cawagub no  mas pram bang doel jakartamenyala malam sabtu,cahcilich,neutral
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,Sambera31816,neutral
ide kreatif mas pram huni kantor mudah programpramdoel jakartamenyala,Sambera31816,positive
bantar gebang apa nanya mas blio tau persis yg plts bangkit listrik tenaga sampah kendala atas transparansi jabat yg mikirin rakyat mo enteng ga beban mas pram bang doel u jakartamenyala,Jelli_cent,negative
mas pram usul bir pletok minum ciri khas jakarta pramdoelmenang jakartamenyala,Sambera31816,neutral
solusi cerdas kaum milenial jakarta yg tinggal jakarta program bikin lbh efisien fleksibel dgn harga yg lbh jangkau mantap  jakartamenyala,LinNasution,positive
mantap jakartamenyala,Dodyeonn,positive
lupa gaess nonton jakartamenyala pramonorano pimpin jakarta jumat  oktober   wib streaming on garuda tv prakaruntukjakarta,kenhans03,neutral
solusi jitu mas pram bang doel atas tinggal yg mahal jakarta sedia ruang kreatif hun jakartamenyala prakaruntukjakarta,FirzaHusainID,neutral
pramono anung blusukan pasar munjul jaktim dagang curhat omzet turun dengar solusi pimpin jakartamenyala,ch_chotimah2,neutral
umkm luput target mas pram utk maju gubernur jakarta depan jakartamenyala,Aan_Hantorov,positive
iyeeeess tooosss prakaruntukjakarta utk gerak tindak wujud jakartamenyala,siapanamina,neutral
warung madura buka jam rupa hak hidup warga madura mata cahari manfaat jakartamenyala prakaruntukjakarta,Sukapuring,negative
pesona calon gubernur jakarta suka kalang muda tua  jakartamenyala jakartamnyala pramdoelmenang pramdoel,_CayoPerico,positive
pramono anung temu warga koja jakarta utara kamis  blusukan temu warga salah strategi kampanye pasang serap aspirasi dengar langsung masalah masyarakat jakartamenyala prakaruntukjakarta,Sukapuring,negative
calon gubernur jakarta nourut  sambang diam habib achmad muchdor kawasan cipete jakarta selatan kampanye pasang mas pram amp bang doel giat sowan tokoh agama jakartamenyala prakaruntukjakarta,elsaday__,neutral
mas prambang doel yg baur warga dki aura penuh kasih aura kasih jakartamenyala,ruhulanakgaul,positive
pram doel bikin jakartamenyala liat bro akisehat ,Dodyeonn,positive
benyamins award mas pram bang doel jakartamenyala pilkadajakarta,KoncoPertiwi,positive
warga jakarta butuh pimpin yg jujur tanggung dg kerja pilih sbg gubernur daerah khusus jakarta warga jakarta yg ros mantap tentu pilih kpd pramono utk jadi jakartamenyala,Ari3Pras,positive
in program usaha warga hidup bkn mati adlh harap utk jakartamenyala gk sprti bbrp yg mulyono mmbuat atur rokok dll utk warung madura usaha dhidupkn warung madura yg untung gk sbrpa dmatikan jancuk,AirinDatangLagi,positive
mas pram beres bangun pasar munjul mangkrak jakartamenyala pramdoelmenang pilkada pilkadajakarta pilkadaserentak,oposan62id,neutral
alas warga jakarta pilih mas pramono bang si doel jujur tanggung dlm kerja modal tanggung hasil insyaallah jakartamenyala prakaruntukjakarta,B3doel___,positive
pilih warga jakarta anak betawi asli bang doel rano karno bang doel betawi nyala jakartamenyala prakaruntukjakarta,Ari3Pras,positive
dagang ngerasa cekik retribusi nafas lega mas pram  bang doel tinjau ulang pungut jakartamenyala gak pake ribet,Y_Radianto,positive
sarah bang doel kampanye jakartamenyala pilkadaserentak pilkadajakarta pilkada pramdoelmenang,oposan62id,neutral
suara dri ros cipayungjaktim ud dpastikn akn dberikn utk amp bang doel ros adlh dri bnyk org yg mimpi jakartamenyala wujud ros adlh dri sekian bnyk org yg pimpin yg bkrja bkn yg gagal dri daerah mw coba urus jkt,AirinDatangLagi,negative
mantab pasang prakar pramono anung  rano karno dukung pbb pemuda batak satu pilgub dkj  jakartamenyala prakaruntukjakarta,03__nakula,positive
program pramdoel sektor budaya jakartamenyala,digcv,neutral
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,AnggaSambe31,neutral
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,AnggaSambe31,neutral
bikin jakartamenyala,AlasRandu2,negative
jujur cerdas amanah responsif masyarakat tanggung kerja kagak ribet dahm jakartamenyala prakaruntukjakarta,kenhans03,positive
mas pram usul bir pletok minum ciri khas jakarta pramdoelmenang jakartamenyala,AnggaSambe31,neutral
kumpul masyarakat madura yg gabung dlm madura satu deklarasi dukung pasang calon gubernur amp wakil gubernur jakarta nomor urut pramono anung rano karno pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
bikin jakartamenyala,AlasRandu2,negative
momen calon gubernur jakarta temu silaturahmi ketua gereja hkbp sejakarta gedung sopo marpingkir pulo gebang jakarta timur prakaruntukjakarta jalin silaturahmi wujud jakartamenyala  fifa,AntoniusCDN,neutral
calon wakil gubernur dki jakarta nomor urut  rano karno alias si doel gelar kampanye kawasan lubang buaya jakarta doel tani sarah pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,neutral
calon gubernur dki nomor urut pramono anung dialog dagang pasar munjul jakarta pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,neutral
dukung alir kali warga madura jakarta mendeklaeikan dukung pramono anung  rano karno pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
calon gubernur jakarta pramono anung temu warga koja jakarta utara papar program kerja pram dengar aspirasi warga pramono anung  rano karno jakarta nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
nyala mas prambang doel lelah juang masyarakat jakarta jakarta nyala mas prambang doel omonomon kagak ribet dah jakartamenyala pramdoelmenang,DianaAurora96,negative
mas pram amp bang doel calon pimpin kenal daerah kenal masyarakat pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
mantan sekretaris kabinet padagang umkm gantung kredit usaha rakyat kur kondisi uang baik pramdoelmenang pramdoelmenyala jakartamenyala jakartamnyala,Ganjarfor_ri,neutral
nih program maju budaya ala mas pram kagak ribet dah jakartamenyala,Aan_Hantorov,neutral
alm bang benyamin syueb film si doel anak sekolah insya allah bang doel wakil gubernur betawi jakarta al fatihah jakartamenyala,PemilihJ,positive
bakar gudang kawasan industri pulogadung duga korsleting listrik beritanasional jumat jakartamenyala bakar,NasionalBerita_,neutral
keren nih sekretaris kabinet  pramono anung raih harga detikcom awards  tokoh pimpin kolaboratif mas pram aku pimpin yg mudah bekerjasama dgn capai tuju yg jakartamenyala prakaruntukjakarta,FirzaHusainID,positive
lupa kali taman langsat seru sih jakartamenyala,istrinyaabah,negative
nyala ide mas pram bang bang doel keren bikin jakartamenyala huni creative hub atas kantor kurang huni jakarta solutif banget ya prakaruntukjakarta syahrini omakase yahya sinwar rafah unrwa,Muhayya__,positive
bikin jakartamenyala dukung mas pram bang doel ubah jakarta transfer prakaruntukjakarta,AlasRandu2,positive
harap dagang pasar munjul pilih jakarta pasar munjul cepat bangun dagang tenang jakartamenyala kagak pake ribet dah prakaruntukjakarta,Ari3Pras,neutral
mas peduli warga jakarta lintas provinsi warga jakarta sekat pandang kelompok mas pram layak gubernur jakarta jakartamenyala,PakarINTELek,positive
guys lu bingung ngaa sih liat gaya ridwan kamil  nyagub jakarta aja ribet nya ampun betawinisasi bawa bawa ngga pilih ngga ribet pasang mas pram bang doel dah pokok jakartamenyala  yahya sinwar  abidzar ,cahcilich,neutral
ekonomi mas pramono blusukan pasar munjul tonggak kuat ekonomi tunjang peran masyarakat kuat dagang tingkat daya beli masyarakat jakartamenyala prakaruntukjakarta  anggur dimyati omakase dzawin,_riverheaven,neutral
kampanye pilkada  pramono lokasi serap aspirasi dr warga jakarta salah satu pasar munjul cipayung jakarta timur jakartamenyala pramdoelmenang,CacaMaya3,neutral
emang jenius sih ide mas pram maklum lulus itb solusi huni kerja bikin hidup jakarta masuk akal gokil gagas mas pram dukung mas prambang doel jakartamenyala,ruhulanakgaul,positive
cagub jakarta nomor urut  blusukan pasar munjul cipayung jakarta timur jakartamenyala pramdoelmenang,ramerame_namae,neutral
survei singkat putar cipayung jakarta timur warga taruh harap pimpin yg keras maju dkj program realistis manfaat maju mas pram amp bang doel pilih jakartamenyala prakaruntukjakarta,tnmuda,positive
warung madura buka  jam keren ya insyaallah mas pramono bang rano menang pilih no  jakartamenyala prakaruntukjakarta ltgt erina omakase bahlil yahya sinwar dada abidzar,Eil_Thia,positive
pesan bu mega mas pegang teguh nurani hati rakyat jakarta jakartamenyala,PakarINTELek,negative
jakarta deklarasi dukung mas pram bang rano karno jakartamenyala bisadipegang erina yahya sinwar abidzar superjunior liam payne,Ranisor_6,neutral
ridwan kamil ijo udah amnesia proyek proyek nya ngga kelar hati hati warga jakarta jgn korban php jakartamenyala mas pram bang doel bluesky  abidzar  gopay  omakase  jumat berkah ,cahcilich,negative
selamat mas anugerah tokoh pimpin kolaboratif bekal alam yg milik mas pram beliau pimpin jakarta wujud jakartamenyala aman damai martabat     berita viral sih,DioR3born,positive
wacana warung madura operasi  jam atur pro rakyat pramdoel pasti warmad buka  jam jakartamenyala prakaruntukjakarta  yahya sinwar zonajajan tumbangkanfufufafa bahlil erina,_riverheaven,neutral
mas pram gelar pimpin kolaboratif versi detik jakartamenyala,trenzsolo,positive
kampanye pramono anung tekan baik infrastruktur layan publik jakartamenyala fokus kualitas hidup pramono tekad jadi jakarta kota layak huni kalang,iimwarga062,negative
tuju banget si nya mas pramono bukti tanggung kerja komitmen beliau benah jakarta bisadipegang warga jakarta pilih mas pram  bang doel jakartamenyala,DioR3born,positive
solusi tinggal warga jakarta keren kreatif masuk akal mukim warga satu kantor lantai kantor atas huni warga keren sih ide mas prambang doel bikin jakartamenyala,narkosun,negative
lahir mayor kebo dalem gang  biasa teman etnis bang doel kenyam didik formal sekolah katolik sore mengngaji pimpin jakarta ga ragu jiwa toleransi prakaruntukjakarta jakartamenyala,Penyair_Berdiri,positive
problem utama jakarta bebas lahan ajar lahan mas manfaat kantor camat lurah sekolah pasar puskesmas atas bangun huni coworking space jakartamenyala,kenhans03,negative
mas pram pasti warung madura buka  jam balai latih kerja utk tingkat sdm jakartamenyala prakaruntukjakarta,doctor__fabre,neutral
jakarta nyala kagak bikin ribet bikin mudah creative hub huni atas kantor solusi masuk akal mas pram bang doel jakartamenyala prakaruntukjakarta,ch_chotimah2,negative
dukung optimis menang jakarta nyala jakartamenyala pramonoanung ranokarno  yahya sinwar abidzar viral bisadipegang tanyasty,rafaaniii_,positive
emang sebestie ituuu percaya amat lebay rk panik krna takut kalah jkt tnp rk jakartamenyala prakaruntukjakarta lian payne abidzar doktor bahlil erina elon hobi asnawi marie antoinette jumat bluesky gopay omakase,NyaiKhonguan,positive
pramono anung raih detikcom awards  tokoh pimpin kolaboratif warga jakarta pilih mas pram bang doel jakarta senakin prakaruntukjakarta jakartamenyala,Penyair_Berdiri,positive
dukung mas  bang doel bendung warga jakarta warga jakarta program mas pram amp bang doel solutif realistis atas masalah jakarta kagak riget dah jakartamenyala,DianaAurora96,positive
pilih prakaruntukjakarta jakartamenyala ,BebySoSweet,negative
